holdout,buffer_km,seed,learner,representation,source_track,target_track,oa,ba
south_holdout_5km_buffer,5.0,43,SVC,I28_G29,t139,t88,46.09375,64.0282904017212
east_holdout_5km_buffer,5.0,17,RF,I28,t15,t37,71.21428571428572,65.89614337999446
east_holdout_5km_buffer,5.0,17,RF,I28,t15,t88,66.78571428571428,71.79557769967204
east_holdout_5km_buffer,5.0,17,RF,I28,t15,t139,70.51785714285714,67.62858139842493
east_holdout_5km_buffer,5.0,17,RF,I28,t37,t15,63.4375,67.27284669609361
east_holdout_5km_buffer,5.0,17,RF,I28,t37,t88,57.57142857142858,69.68357040781663
east_holdout_5km_buffer,5.0,17,RF,I28,t37,t139,67.72321428571428,70.91681856288983
east_holdout_5km_buffer,5.0,17,RF,I28,t88,t15,67.59821428571429,65.21179115349398
east_holdout_5km_buffer,5.0,17,RF,I28,t88,t37,67.23214285714286,63.548567993982566
east_holdout_5km_buffer,5.0,17,RF,I28,t88,t139,66.17857142857143,66.80739456789594
east_holdout_5km_buffer,5.0,17,RF,I28,t139,t15,58.11607142857142,57.314155891314414
east_holdout_5km_buffer,5.0,17,RF,I28,t139,t37,65.65178571428572,55.89533516962708
east_holdout_5km_buffer,5.0,17,RF,I28,t139,t88,52.0625,56.75328058001082
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t15,t37,72.16964285714286,74.72405198159538
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t15,t88,68.09821428571429,78.9602905793004
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t15,t139,71.23214285714286,74.29480824489961
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t37,t15,65.0,76.12535174586338
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t37,t88,59.05357142857143,76.91277133099884
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t37,t139,68.5625,75.51052187685924
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t88,t15,69.625,73.05467104845816
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t88,t37,68.64285714285714,69.92081745915118
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t88,t139,68.08928571428572,73.34731776332394
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t139,t15,61.232142857142854,70.0944635252824
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t139,t37,67.88392857142857,67.25033395111055
east_holdout_5km_buffer,5.0,17,RF,I28_G29,t139,t88,55.36607142857143,64.65704364920903
east_holdout_5km_buffer,5.0,17,SVC,I28,t15,t37,73.33928571428572,65.8049366215481
east_holdout_5km_buffer,5.0,17,SVC,I28,t15,t88,68.16071428571429,70.30318581791286
east_holdout_5km_buffer,5.0,17,SVC,I28,t15,t139,73.01785714285714,67.63085362558866
east_holdout_5km_buffer,5.0,17,SVC,I28,t37,t15,67.49107142857143,71.03866782676741
east_holdout_5km_buffer,5.0,17,SVC,I28,t37,t88,61.42857142857143,73.19804282819359
east_holdout_5km_buffer,5.0,17,SVC,I28,t37,t139,70.47321428571428,72.05772341523254
east_holdout_5km_buffer,5.0,17,SVC,I28,t88,t15,70.21428571428572,65.6494327642055
east_holdout_5km_buffer,5.0,17,SVC,I28,t88,t37,68.49107142857143,61.38125691310364
east_holdout_5km_buffer,5.0,17,SVC,I28,t88,t139,69.4375,65.95030438002686
east_holdout_5km_buffer,5.0,17,SVC,I28,t139,t15,62.57142857142857,60.25204801670083
east_holdout_5km_buffer,5.0,17,SVC,I28,t139,t37,68.5,56.124602787953634
east_holdout_5km_buffer,5.0,17,SVC,I28,t139,t88,55.75,52.38209441692767
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t15,t37,74.97321428571428,76.32324611774705
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t15,t88,69.66071428571429,78.77325810895364
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t15,t139,74.23214285714286,74.76259250305047
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t37,t15,69.57142857142857,78.39169831615011
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t37,t88,63.67857142857143,78.78727705977592
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t37,t139,71.66964285714286,77.1060384586481
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t88,t15,72.08035714285714,73.64484967788417
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t88,t37,70.27678571428572,69.22764234585271
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t88,t139,71.21428571428572,73.75198970741457
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t139,t15,64.91071428571429,70.85551458021193
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t139,t37,70.20535714285714,66.11712554804721
east_holdout_5km_buffer,5.0,17,SVC,I28_G29,t139,t88,57.848214285714285,64.71410559708298
east_holdout_5km_buffer,5.0,29,RF,I28,t15,t37,71.03571428571429,68.44677164810216
east_holdout_5km_buffer,5.0,29,RF,I28,t15,t88,66.27678571428571,71.72571762788758
east_holdout_5km_buffer,5.0,29,RF,I28,t15,t139,70.44642857142858,68.5271524938439
east_holdout_5km_buffer,5.0,29,RF,I28,t37,t15,62.589285714285715,69.94667778924288
east_holdout_5km_buffer,5.0,29,RF,I28,t37,t88,56.70535714285714,71.65203960041787
east_holdout_5km_buffer,5.0,29,RF,I28,t37,t139,66.59821428571429,71.88744428823803
east_holdout_5km_buffer,5.0,29,RF,I28,t88,t15,67.27678571428571,65.90082814436971
east_holdout_5km_buffer,5.0,29,RF,I28,t88,t37,67.07142857142857,64.55186582490145
east_holdout_5km_buffer,5.0,29,RF,I28,t88,t139,66.27678571428571,68.23630556857488
east_holdout_5km_buffer,5.0,29,RF,I28,t139,t15,58.285714285714285,60.85419102558778
east_holdout_5km_buffer,5.0,29,RF,I28,t139,t37,64.86607142857143,58.61342337425024
east_holdout_5km_buffer,5.0,29,RF,I28,t139,t88,52.705357142857146,60.571003874304466
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t15,t37,72.0,75.53320455621734
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t15,t88,67.10714285714286,77.36055898760901
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t15,t139,70.83928571428572,74.19740237301909
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t37,t15,63.982142857142854,76.09267763985672
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t37,t88,58.88392857142857,77.65665522995353
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t37,t139,67.60714285714286,76.57649378374025
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t88,t15,69.30357142857143,73.84306712968773
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t88,t37,68.48214285714286,71.3719296977577
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t88,t139,67.61607142857143,74.41551005336981
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t139,t15,60.72321428571429,70.912135779935
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t139,t37,67.59821428571429,68.5747123251349
east_holdout_5km_buffer,5.0,29,RF,I28_G29,t139,t88,55.49107142857142,67.92666090571528
east_holdout_5km_buffer,5.0,29,SVC,I28,t15,t37,73.25892857142857,68.75736020299176
east_holdout_5km_buffer,5.0,29,SVC,I28,t15,t88,67.82142857142858,72.77162521694844
east_holdout_5km_buffer,5.0,29,SVC,I28,t15,t139,72.72321428571429,67.8211570217509
east_holdout_5km_buffer,5.0,29,SVC,I28,t37,t15,65.23214285714286,70.18112611843767
east_holdout_5km_buffer,5.0,29,SVC,I28,t37,t88,60.392857142857146,73.03341563454057
east_holdout_5km_buffer,5.0,29,SVC,I28,t37,t139,68.58928571428572,72.554335368834
east_holdout_5km_buffer,5.0,29,SVC,I28,t88,t15,69.80357142857143,66.19315005460506
east_holdout_5km_buffer,5.0,29,SVC,I28,t88,t37,68.51785714285714,63.36307829143599
east_holdout_5km_buffer,5.0,29,SVC,I28,t88,t139,69.04464285714286,68.0756850675592
east_holdout_5km_buffer,5.0,29,SVC,I28,t139,t15,62.13392857142858,62.659865956336944
east_holdout_5km_buffer,5.0,29,SVC,I28,t139,t37,67.96428571428571,57.53970433784276
east_holdout_5km_buffer,5.0,29,SVC,I28,t139,t88,55.375,56.76892273251342
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t15,t37,74.66964285714286,77.22136743072673
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t15,t88,69.33928571428571,79.33835930325195
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t15,t139,73.99107142857143,74.46502668756551
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t37,t15,67.74107142857143,77.8860521920595
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t37,t88,62.464285714285715,79.15305396217913
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t37,t139,70.125,77.62589914843797
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t88,t15,71.76785714285714,75.09014733743491
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t88,t37,70.58928571428571,73.07232051107107
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t88,t139,70.66071428571429,75.9756855847822
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t139,t15,63.38392857142857,71.1213649016584
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t139,t37,69.34821428571428,66.60548125545841
east_holdout_5km_buffer,5.0,29,SVC,I28_G29,t139,t88,56.91071428571428,66.77602273811159
east_holdout_5km_buffer,5.0,43,RF,I28,t15,t37,71.625,67.87602119404883
east_holdout_5km_buffer,5.0,43,RF,I28,t15,t88,66.82142857142857,72.13281875160015
east_holdout_5km_buffer,5.0,43,RF,I28,t15,t139,71.00892857142857,69.3678719160389
east_holdout_5km_buffer,5.0,43,RF,I28,t37,t15,62.580357142857146,69.45386579310747
east_holdout_5km_buffer,5.0,43,RF,I28,t37,t88,57.42857142857143,71.40197120148012
east_holdout_5km_buffer,5.0,43,RF,I28,t37,t139,67.17857142857143,72.59352999292469
east_holdout_5km_buffer,5.0,43,RF,I28,t88,t15,67.60714285714286,63.91681823011768
east_holdout_5km_buffer,5.0,43,RF,I28,t88,t37,66.74107142857143,61.27896171895715
east_holdout_5km_buffer,5.0,43,RF,I28,t88,t139,66.34821428571429,65.51441506757291
east_holdout_5km_buffer,5.0,43,RF,I28,t139,t15,58.71428571428572,60.18368651487085
east_holdout_5km_buffer,5.0,43,RF,I28,t139,t37,65.74107142857143,58.11418576094227
east_holdout_5km_buffer,5.0,43,RF,I28,t139,t88,52.714285714285715,56.121651595321076
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t15,t37,72.79464285714286,76.02535203489978
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t15,t88,67.58035714285714,78.24460262594114
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t15,t139,71.65178571428571,74.47029260141412
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t37,t15,64.34821428571429,76.6871890501002
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t37,t88,59.11607142857142,76.46941444804625
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t37,t139,67.75,76.33709834592086
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t88,t15,69.78571428571428,71.60666734285968
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t88,t37,68.74107142857143,68.40276390656703
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t88,t139,67.96428571428571,71.81089356623276
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t139,t15,61.026785714285715,69.38483416994153
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t139,t37,67.70535714285715,66.42148728764764
east_holdout_5km_buffer,5.0,43,RF,I28_G29,t139,t88,55.151785714285715,64.12174776837294
east_holdout_5km_buffer,5.0,43,SVC,I28,t15,t37,73.13392857142857,68.80706442560029
east_holdout_5km_buffer,5.0,43,SVC,I28,t15,t88,68.03571428571429,73.18271879255205
east_holdout_5km_buffer,5.0,43,SVC,I28,t15,t139,72.98214285714286,68.38410822465185
east_holdout_5km_buffer,5.0,43,SVC,I28,t37,t15,65.83035714285714,71.1167191895207
east_holdout_5km_buffer,5.0,43,SVC,I28,t37,t88,60.4375,72.51161461501799
east_holdout_5km_buffer,5.0,43,SVC,I28,t37,t139,69.01785714285714,73.00993697942076
east_holdout_5km_buffer,5.0,43,SVC,I28,t88,t15,70.0625,64.72518787554763
east_holdout_5km_buffer,5.0,43,SVC,I28,t88,t37,68.625,61.66842356478605
east_holdout_5km_buffer,5.0,43,SVC,I28,t88,t139,68.9375,63.00012227189591
east_holdout_5km_buffer,5.0,43,SVC,I28,t139,t15,63.142857142857146,61.08090994774983
east_holdout_5km_buffer,5.0,43,SVC,I28,t139,t37,69.27678571428572,55.92386930680101
east_holdout_5km_buffer,5.0,43,SVC,I28,t139,t88,56.49107142857142,53.11891595156785
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t15,t37,74.6875,77.01853325979641
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t15,t88,69.45535714285714,79.5850246201948
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t15,t139,74.32142857142857,74.7754592902149
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t37,t15,68.47321428571429,78.017266323976
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t37,t88,62.77678571428571,77.80477308400447
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t37,t139,70.98214285714286,77.3911561314428
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t88,t15,71.96428571428571,73.45070764852629
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t88,t37,70.76785714285714,70.88250983446278
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t88,t139,70.83035714285715,72.03668319840658
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t139,t15,65.04464285714285,69.5762168602678
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t139,t37,70.4375,65.42400402057208
east_holdout_5km_buffer,5.0,43,SVC,I28_G29,t139,t88,58.47321428571428,65.73718707628598
