learner,representation,source_track,seed,params,in_track_oa,cross_track_oa,in_track_ba,cross_track_ba,transfer_gap_oa,transfer_gap_ba
RF,I28_G29,t37,17,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",74.19791666666666,71.59374999999999,75.19926541572259,75.6184114381648,2.6041666666666714,-0.4191460224422059
RF,I28_G29,t88,17,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",73.875,71.13194444444443,75.09218647754022,70.54236749441341,2.7430555555555713,4.549818983126812
RF,I28_G29,t139,17,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",74.55208333333334,70.05902777777779,76.21526168484736,69.72390895579615,4.493055555555557,6.491352729051215
SVC,I8,t15,17,"{'C': 10.0, 'gamma_mult': 0.1}",74.57291666666666,71.27777777777777,68.05325793291284,65.28698983597673,3.2951388888888857,2.766268096936116
SVC,I8,t37,17,"{'C': 100.0, 'gamma_mult': 0.1}",73.06249999999999,69.70486111111111,68.76810911212826,66.93437062840938,3.3576388888888715,1.833738483718875
SVC,I8,t88,17,"{'C': 10.0, 'gamma_mult': 0.1}",73.03124999999999,71.1875,69.19888045428625,63.185610897277314,1.8437499999999858,6.01326955700894
SVC,I8,t139,17,"{'C': 100.0, 'gamma_mult': 0.1}",73.82291666666667,70.20138888888889,69.0971417191492,60.870157019059555,3.6215277777777857,8.226984700089652
SVC,I28,t15,17,"{'C': 10.0, 'gamma_mult': 0.1}",75.53125,71.86458333333333,71.25000833183468,67.7141024993263,3.6666666666666714,3.5359058325083765
SVC,I28,t37,17,"{'C': 10.0, 'gamma_mult': 0.1}",73.92708333333334,70.5625,69.4164673392798,69.48355518482697,3.364583333333343,-0.06708784554716374
SVC,I28,t88,17,"{'C': 10.0, 'gamma_mult': 0.1}",73.79166666666667,71.28124999999999,70.3969252272107,65.56669166165243,2.5104166666666856,4.830233565558274
SVC,I28,t139,17,"{'C': 10.0, 'gamma_mult': 0.1}",74.56250000000001,70.93750000000001,72.63177676995254,63.8164730730216,3.625,8.81530369693094
SVC,I8_G9,t15,17,"{'C': 100.0, 'gamma_mult': 0.1}",76.54166666666667,72.88541666666669,78.66058478905839,73.30358250458754,3.656249999999986,5.357002284470852
SVC,I8_G9,t37,17,"{'C': 1.0, 'gamma_mult': 1.0}",74.54166666666667,72.56944444444446,75.9570036902898,74.47866887223911,1.9722222222222143,1.4783348180506835
SVC,I8_G9,t88,17,"{'C': 100.0, 'gamma_mult': 0.1}",74.61458333333333,72.13194444444446,76.95000129812242,71.21066724538802,2.4826388888888715,5.739334052734392
SVC,I8_G9,t139,17,"{'C': 1.0, 'gamma_mult': 1.0}",74.87499999999999,71.51388888888887,76.55944373554625,70.49476924423412,3.3611111111111143,6.064674491312132
SVC,F12,t15,17,"{'C': 10.0, 'gamma_mult': 0.1}",76.33333333333333,72.84722222222223,78.006470224331,74.15734559420463,3.4861111111111,3.8491246301263686
SVC,F12,t37,17,"{'C': 10.0, 'gamma_mult': 0.1}",74.40625,72.39583333333334,75.88458334269768,76.45810386234598,2.010416666666657,-0.573520519648298
SVC,F12,t88,17,"{'C': 10.0, 'gamma_mult': 0.1}",74.47916666666666,72.58333333333336,77.33110515492321,73.74270388748702,1.8958333333333002,3.5884012674361827
