seed,learner,representation,source_track,target_track,train_label,test_label,eval_support,oa,ba
29,RF,I28,t88,t15,WC,CLC,U2,49.072916666666664,47.469172500705255
29,RF,I28,t88,t15,CLC,CLC,U2,46.270833333333336,41.86847776034598
29,RF,I28,t88,t15,CLC,WC,U2,29.864583333333332,38.57730285268136
29,RF,I28,t88,t15,WC,WC,C2,75.41390728476821,61.58248143058588
29,RF,I28,t88,t15,C2_Consensus,C2_Consensus,C2,73.77897350993378,67.59852753431284
29,RF,I28,t88,t37,WC,WC,U2,64.5,49.992952920908415
29,RF,I28,t88,t37,WC,CLC,U2,50.177083333333336,49.26791108837542
29,RF,I28,t88,t37,CLC,CLC,U2,47.84375,41.03922263784129
29,RF,I28,t88,t37,CLC,WC,U2,29.427083333333332,35.82556285165445
29,RF,I28,t88,t37,WC,WC,C2,73.90314569536423,61.34571482460902
29,RF,I28,t88,t37,C2_Consensus,C2_Consensus,C2,71.93708609271523,64.06365514330109
29,RF,I28,t88,t139,WC,WC,U2,66.07291666666667,51.668625591550374
29,RF,I28,t88,t139,WC,CLC,U2,50.520833333333336,50.471030098297994
29,RF,I28,t88,t139,CLC,CLC,U2,46.85416666666667,42.981003836161
29,RF,I28,t88,t139,CLC,WC,U2,28.770833333333336,38.728129918335604
29,RF,I28,t88,t139,WC,WC,C2,75.24834437086093,62.809765413993034
29,RF,I28,t88,t139,C2_Consensus,C2_Consensus,C2,72.22682119205298,65.82566511798586
29,RF,I28,t139,t15,WC,WC,U2,67.5,54.68659224250055
29,RF,I28,t139,t15,WC,CLC,U2,47.541666666666664,48.380198456652266
29,RF,I28,t139,t15,CLC,CLC,U2,46.21875,43.044256007887995
29,RF,I28,t139,t15,CLC,WC,U2,29.614583333333332,36.24187392599339
29,RF,I28,t139,t15,WC,WC,C2,73.07533112582782,61.76785903540411
29,RF,I28,t139,t15,C2_Consensus,C2_Consensus,C2,69.26738410596026,65.87671192099289
29,RF,I28,t139,t37,WC,WC,U2,65.5,46.68649566647442
29,RF,I28,t139,t37,WC,CLC,U2,50.375,47.09165718770076
29,RF,I28,t139,t37,CLC,CLC,U2,49.0625,41.86133193777557
29,RF,I28,t139,t37,CLC,WC,U2,33.11458333333333,35.12597530740678
29,RF,I28,t139,t37,WC,WC,C2,75.12417218543047,57.46062013952241
29,RF,I28,t139,t37,C2_Consensus,C2_Consensus,C2,74.2342715231788,62.63002785572505
29,RF,I28,t139,t88,WC,WC,U2,64.73958333333333,49.86963919893621
29,RF,I28,t139,t88,WC,CLC,U2,44.71875,44.62337943202731
29,RF,I28,t139,t88,CLC,CLC,U2,45.270833333333336,41.65613064466512
29,RF,I28,t139,t88,CLC,WC,U2,30.15625,36.2734459435815
29,RF,I28,t139,t88,WC,WC,C2,68.81208609271523,56.50759366824359
29,RF,I28,t139,t88,C2_Consensus,C2_Consensus,C2,64.92135761589404,57.35600501941946
29,RF,I28_G29,t15,t37,WC,WC,U2,65.63541666666667,55.02891937386195
29,RF,I28_G29,t15,t37,WC,CLC,U2,50.84375,56.658899801431204
29,RF,I28_G29,t15,t37,CLC,CLC,U2,48.770833333333336,50.65299548419816
29,RF,I28_G29,t15,t37,CLC,WC,U2,32.55208333333333,42.90654995947705
29,RF,I28_G29,t15,t37,WC,WC,C2,75.45529801324503,70.11642422819368
29,RF,I28_G29,t15,t37,C2_Consensus,C2_Consensus,C2,75.99337748344371,72.89445515818484
29,RF,I28_G29,t15,t88,WC,WC,U2,67.95833333333333,58.505547860791765
29,RF,I28_G29,t15,t88,WC,CLC,U2,47.020833333333336,54.75990674626483
29,RF,I28_G29,t15,t88,CLC,CLC,U2,47.28125,49.79330344982827
29,RF,I28_G29,t15,t88,CLC,WC,U2,32.1875,44.23265598248429
29,RF,I28_G29,t15,t88,WC,WC,C2,72.99254966887418,69.76036275313618
29,RF,I28_G29,t15,t88,C2_Consensus,C2_Consensus,C2,73.82036423841059,72.42421369485471
29,RF,I28_G29,t15,t139,WC,WC,U2,65.54166666666667,55.61431741446542
29,RF,I28_G29,t15,t139,WC,CLC,U2,50.572916666666664,59.340734241557655
29,RF,I28_G29,t15,t139,CLC,CLC,U2,47.91666666666667,49.46985435172315
29,RF,I28_G29,t15,t139,CLC,WC,U2,31.177083333333332,42.22123992590491
29,RF,I28_G29,t15,t139,WC,WC,C2,74.83443708609272,70.6369518831163
29,RF,I28_G29,t15,t139,C2_Consensus,C2_Consensus,C2,75.35182119205298,72.53666139319684
29,RF,I28_G29,t37,t15,WC,WC,U2,69.72916666666666,59.47537913883122
29,RF,I28_G29,t37,t15,WC,CLC,U2,47.63541666666667,52.55442881622358
29,RF,I28_G29,t37,t15,CLC,CLC,U2,46.802083333333336,49.1032586831157
29,RF,I28_G29,t37,t15,CLC,WC,U2,31.395833333333336,43.24490557916728
29,RF,I28_G29,t37,t15,WC,WC,C2,74.75165562913907,69.76417389362987
29,RF,I28_G29,t37,t15,C2_Consensus,C2_Consensus,C2,74.02731788079471,78.58255905708819
29,RF,I28_G29,t37,t88,WC,WC,U2,65.97916666666667,57.98034807809955
29,RF,I28_G29,t37,t88,WC,CLC,U2,45.60416666666667,54.34034962348952
29,RF,I28_G29,t37,t88,CLC,CLC,U2,46.666666666666664,51.23771305080044
29,RF,I28_G29,t37,t88,CLC,WC,U2,30.802083333333336,44.362132556881484
29,RF,I28_G29,t37,t88,WC,WC,C2,70.57119205298014,69.24807941768576
29,RF,I28_G29,t37,t88,C2_Consensus,C2_Consensus,C2,70.36423841059603,72.74935185078262
29,RF,I28_G29,t37,t139,WC,WC,U2,66.64583333333334,56.62989716573092
29,RF,I28_G29,t37,t139,WC,CLC,U2,50.541666666666664,58.01318549773031
29,RF,I28_G29,t37,t139,CLC,CLC,U2,48.16666666666667,50.97740257626111
29,RF,I28_G29,t37,t139,CLC,WC,U2,30.895833333333332,42.119838946378145
29,RF,I28_G29,t37,t139,WC,WC,C2,75.97268211920529,71.15029773933662
29,RF,I28_G29,t37,t139,C2_Consensus,C2_Consensus,C2,75.14486754966887,71.91537902904001
29,RF,I28_G29,t88,t15,WC,WC,U2,69.78125,58.19945421781253
29,RF,I28_G29,t88,t15,WC,CLC,U2,49.895833333333336,52.712638781384555
29,RF,I28_G29,t88,t15,CLC,CLC,U2,46.927083333333336,47.8672092940036
29,RF,I28_G29,t88,t15,CLC,WC,U2,30.635416666666664,43.88371454810219
29,RF,I28_G29,t88,t15,WC,WC,C2,76.51076158940397,69.525991790837
29,RF,I28_G29,t88,t15,C2_Consensus,C2_Consensus,C2,74.9793046357616,73.43837430857882
29,RF,I28_G29,t88,t37,WC,WC,U2,65.21875,53.15085442501303
29,RF,I28_G29,t88,t37,WC,CLC,U2,51.03124999999999,53.98821220340796
29,RF,I28_G29,t88,t37,CLC,CLC,U2,48.4375,47.0994432476603
29,RF,I28_G29,t88,t37,CLC,WC,U2,30.302083333333336,40.56430162491883
29,RF,I28_G29,t88,t37,WC,WC,C2,75.24834437086093,67.0122850034579
29,RF,I28_G29,t88,t37,C2_Consensus,C2_Consensus,C2,72.80629139072848,71.6767058905043
29,RF,I28_G29,t88,t139,WC,WC,U2,66.61458333333333,55.514044558623965
29,RF,I28_G29,t88,t139,WC,CLC,U2,51.208333333333336,56.049407881226365
29,RF,I28_G29,t88,t139,CLC,CLC,U2,48.03125,51.0650123167401
29,RF,I28_G29,t88,t139,CLC,WC,U2,29.1875,43.557302517465665
29,RF,I28_G29,t88,t139,WC,WC,C2,76.03476821192054,69.74448678617297
29,RF,I28_G29,t88,t139,C2_Consensus,C2_Consensus,C2,73.6341059602649,72.52752186693662
29,RF,I28_G29,t139,t15,WC,WC,U2,68.48958333333334,56.83393588366912
29,RF,I28_G29,t139,t15,WC,CLC,U2,47.78125,51.17823472062246
29,RF,I28_G29,t139,t15,CLC,CLC,U2,46.28125,47.405512331480374
29,RF,I28_G29,t139,t15,CLC,WC,U2,30.03125,41.12336723040704
29,RF,I28_G29,t139,t15,WC,WC,C2,73.73758278145695,66.56993480656887
29,RF,I28_G29,t139,t15,C2_Consensus,C2_Consensus,C2,71.2955298013245,71.03314022938953
29,RF,I28_G29,t139,t37,WC,WC,U2,66.09375,51.169582250859236
29,RF,I28_G29,t139,t37,WC,CLC,U2,50.864583333333336,52.43128133763308
29,RF,I28_G29,t139,t37,CLC,CLC,U2,49.020833333333336,46.89621253031051
29,RF,I28_G29,t139,t37,CLC,WC,U2,32.770833333333336,39.528471957882836
29,RF,I28_G29,t139,t37,WC,WC,C2,75.88990066225165,65.01627782845955
29,RF,I28_G29,t139,t37,C2_Consensus,C2_Consensus,C2,74.91721854304636,69.71874083397809
29,RF,I28_G29,t139,t88,WC,WC,U2,66.40625,52.95645781878952
29,RF,I28_G29,t139,t88,WC,CLC,U2,45.6875,49.03601156802761
29,RF,I28_G29,t139,t88,CLC,CLC,U2,45.739583333333336,46.0788158942632
29,RF,I28_G29,t139,t88,CLC,WC,U2,30.552083333333336,40.07893473577949
29,RF,I28_G29,t139,t88,WC,WC,C2,70.61258278145695,61.349207503980764
29,RF,I28_G29,t139,t88,C2_Consensus,C2_Consensus,C2,68.06705298013244,64.09048914961129
29,SVC,I28,t15,t37,WC,WC,U2,64.60416666666666,46.74350831954705
29,SVC,I28,t15,t37,WC,CLC,U2,50.020833333333336,47.45243342523061
29,SVC,I28,t15,t37,CLC,CLC,U2,44.53125,39.283122682485875
29,SVC,I28,t15,t37,CLC,WC,U2,24.552083333333332,34.35906978931341
29,SVC,I28,t15,t37,WC,WC,C2,74.04801324503312,56.341007065936346
29,SVC,I28,t15,t37,C2_Consensus,C2_Consensus,C2,75.88990066225165,64.122796914956
29,SVC,I28,t15,t88,WC,WC,U2,66.90625,50.30467121745844
29,SVC,I28,t15,t88,WC,CLC,U2,46.260416666666664,46.42290182115717
29,SVC,I28,t15,t88,CLC,CLC,U2,44.916666666666664,40.782606569762194
29,SVC,I28,t15,t88,CLC,WC,U2,26.458333333333332,36.834310248788974
29,SVC,I28,t15,t88,WC,WC,C2,71.50248344370861,57.88648118423399
29,SVC,I28,t15,t88,C2_Consensus,C2_Consensus,C2,72.68211920529801,65.48243857562426
29,SVC,I28,t15,t139,WC,WC,U2,64.5625,48.65217194698904
29,SVC,I28,t15,t139,WC,CLC,U2,49.885416666666664,50.38606701631735
29,SVC,I28,t15,t139,CLC,CLC,U2,44.51041666666667,43.1907756888365
29,SVC,I28,t15,t139,CLC,WC,U2,24.6875,38.6629744813488
29,SVC,I28,t15,t139,WC,WC,C2,73.28228476821192,57.839872050994835
29,SVC,I28,t15,t139,C2_Consensus,C2_Consensus,C2,75.20695364238411,66.2968950682151
29,SVC,I28,t37,t15,WC,WC,U2,69.88541666666667,53.9739648819791
29,SVC,I28,t37,t15,WC,CLC,U2,48.5625,48.55881627401168
29,SVC,I28,t37,t15,CLC,CLC,U2,44.166666666666664,40.66624893783432
29,SVC,I28,t37,t15,CLC,WC,U2,26.010416666666668,36.94496811704017
29,SVC,I28,t37,t15,WC,WC,C2,75.72433774834437,62.80886327855853
29,SVC,I28,t37,t15,C2_Consensus,C2_Consensus,C2,74.50331125827815,69.88220364318497
29,SVC,I28,t37,t88,WC,WC,U2,66.23958333333333,53.59982895941046
29,SVC,I28,t37,t88,WC,CLC,U2,46.177083333333336,50.52843937499873
29,SVC,I28,t37,t88,CLC,CLC,U2,44.427083333333336,42.73389048058516
29,SVC,I28,t37,t88,CLC,WC,U2,26.59375,36.98841322635535
29,SVC,I28,t37,t88,WC,WC,C2,71.0885761589404,63.323592811144344
29,SVC,I28,t37,t88,C2_Consensus,C2_Consensus,C2,67.83940397350993,64.36791151348584
29,SVC,I28,t37,t139,WC,WC,U2,65.3125,48.207640358318926
29,SVC,I28,t37,t139,WC,CLC,U2,50.48958333333333,48.92632528376606
29,SVC,I28,t37,t139,CLC,CLC,U2,44.51041666666667,40.43778864514849
29,SVC,I28,t37,t139,CLC,WC,U2,25.260416666666668,36.63215824514972
29,SVC,I28,t37,t139,WC,WC,C2,74.89652317880795,58.48585657958385
29,SVC,I28,t37,t139,C2_Consensus,C2_Consensus,C2,74.52400662251655,64.44096164480936
29,SVC,I28,t88,t15,WC,WC,U2,69.08333333333333,51.71942947897137
29,SVC,I28,t88,t15,WC,CLC,U2,50.520833333333336,46.64117540256125
29,SVC,I28,t88,t15,CLC,CLC,U2,43.958333333333336,40.279148097723514
29,SVC,I28,t88,t15,CLC,WC,U2,24.333333333333336,36.721266122570825
29,SVC,I28,t88,t15,WC,WC,C2,76.71771523178808,59.61717765434522
29,SVC,I28,t88,t15,C2_Consensus,C2_Consensus,C2,75.82781456953643,69.34952724818541
29,SVC,I28,t88,t37,WC,WC,U2,64.04166666666666,45.762866081210554
29,SVC,I28,t88,t37,WC,CLC,U2,50.5,47.30300555982246
29,SVC,I28,t88,t37,CLC,CLC,U2,43.895833333333336,40.092922026652275
29,SVC,I28,t88,t37,CLC,WC,U2,23.916666666666668,35.175873236654205
29,SVC,I28,t88,t37,WC,WC,C2,73.71688741721854,56.0744208485539
29,SVC,I28,t88,t37,C2_Consensus,C2_Consensus,C2,74.50331125827815,64.23540050784412
29,SVC,I28,t88,t139,WC,WC,U2,65.0,47.02128243870494
29,SVC,I28,t88,t139,WC,CLC,U2,51.09375000000001,48.31737144405462
29,SVC,I28,t88,t139,CLC,CLC,U2,44.02083333333333,40.31652911678031
29,SVC,I28,t88,t139,CLC,WC,U2,24.020833333333332,36.21980371632234
29,SVC,I28,t88,t139,WC,WC,C2,74.66887417218543,57.32367287550376
29,SVC,I28,t88,t139,C2_Consensus,C2_Consensus,C2,74.85513245033113,64.33877116605271
29,SVC,I28,t139,t15,WC,WC,U2,68.4375,48.308454453487926
29,SVC,I28,t139,t15,WC,CLC,U2,49.48958333333333,44.881202193423334
29,SVC,I28,t139,t15,CLC,CLC,U2,44.416666666666664,39.98983839386413
29,SVC,I28,t139,t15,CLC,WC,U2,26.614583333333336,35.372066930790815
29,SVC,I28,t139,t15,WC,WC,C2,75.08278145695364,54.98847612118972
29,SVC,I28,t139,t15,C2_Consensus,C2_Consensus,C2,73.28228476821192,65.08296630753183
29,SVC,I28,t139,t37,WC,WC,U2,64.1875,38.98458978862603
29,SVC,I28,t139,t37,WC,CLC,U2,50.979166666666664,41.871857288773974
29,SVC,I28,t139,t37,CLC,CLC,U2,45.65625,38.574882904951714
29,SVC,I28,t139,t37,CLC,WC,U2,26.635416666666668,32.2726691080371
29,SVC,I28,t139,t37,WC,WC,C2,74.60678807947019,46.684225653185315
29,SVC,I28,t139,t37,C2_Consensus,C2_Consensus,C2,75.37251655629139,56.208164126804505
29,SVC,I28,t139,t88,WC,WC,U2,66.45833333333333,44.788226328695984
29,SVC,I28,t139,t88,WC,CLC,U2,46.61458333333333,41.93599684327785
29,SVC,I28,t139,t88,CLC,CLC,U2,44.854166666666664,39.94810942228904
29,SVC,I28,t139,t88,CLC,WC,U2,27.614583333333332,34.815271156721565
29,SVC,I28,t139,t88,WC,WC,C2,71.27483443708608,49.873588127892546
29,SVC,I28,t139,t88,C2_Consensus,C2_Consensus,C2,67.9635761589404,57.02525350506112
29,SVC,I28_G29,t15,t37,WC,WC,U2,65.27083333333333,55.54166701740274
29,SVC,I28_G29,t15,t37,WC,CLC,U2,50.875,58.3861371146523
29,SVC,I28_G29,t15,t37,CLC,CLC,U2,45.166666666666664,49.04006065772381
29,SVC,I28_G29,t15,t37,CLC,WC,U2,25.5,42.121667551911166
29,SVC,I28_G29,t15,t37,WC,WC,C2,75.35182119205298,70.159725702584
29,SVC,I28_G29,t15,t37,C2_Consensus,C2_Consensus,C2,77.02814569536423,74.16378204017845
29,SVC,I28_G29,t15,t88,WC,WC,U2,67.09375,56.463683423175034
29,SVC,I28_G29,t15,t88,WC,CLC,U2,46.88541666666667,55.496210792666375
29,SVC,I28_G29,t15,t88,CLC,CLC,U2,45.59375,48.772121349714034
29,SVC,I28_G29,t15,t88,CLC,WC,U2,27.03125,42.495852292967676
29,SVC,I28_G29,t15,t88,WC,WC,C2,72.37168874172185,68.7263586241761
29,SVC,I28_G29,t15,t88,C2_Consensus,C2_Consensus,C2,74.48261589403974,74.00706914404272
29,SVC,I28_G29,t15,t139,WC,WC,U2,64.94791666666667,55.53089692561208
29,SVC,I28_G29,t15,t139,WC,CLC,U2,50.541666666666664,59.877354055931164
29,SVC,I28_G29,t15,t139,CLC,CLC,U2,44.9375,51.403549355736104
29,SVC,I28_G29,t15,t139,CLC,WC,U2,25.114583333333336,43.4112613035906
29,SVC,I28_G29,t15,t139,WC,WC,C2,74.37913907284768,69.56285809233833
29,SVC,I28_G29,t15,t139,C2_Consensus,C2_Consensus,C2,75.88990066225165,70.94070733782156
29,SVC,I28_G29,t37,t15,WC,WC,U2,70.53125,60.37497322988645
29,SVC,I28_G29,t37,t15,WC,CLC,U2,49.23958333333333,56.807915028767184
29,SVC,I28_G29,t37,t15,CLC,CLC,U2,45.135416666666664,50.424732267779625
29,SVC,I28_G29,t37,t15,CLC,WC,U2,26.958333333333336,43.450383020856634
29,SVC,I28_G29,t37,t15,WC,WC,C2,76.90397350993378,74.00012420240373
29,SVC,I28_G29,t37,t15,C2_Consensus,C2_Consensus,C2,76.69701986754967,76.7014205008385
29,SVC,I28_G29,t37,t88,WC,WC,U2,66.70833333333334,57.84547700395486
29,SVC,I28_G29,t37,t88,WC,CLC,U2,46.770833333333336,56.936174824685025
29,SVC,I28_G29,t37,t88,CLC,CLC,U2,45.708333333333336,50.67230307243826
29,SVC,I28_G29,t37,t88,CLC,WC,U2,27.927083333333336,42.703275442513004
29,SVC,I28_G29,t37,t88,WC,WC,C2,72.18543046357617,70.28155671289613
29,SVC,I28_G29,t37,t88,C2_Consensus,C2_Consensus,C2,72.49586092715232,74.27422286889589
29,SVC,I28_G29,t37,t139,WC,WC,U2,65.98958333333333,54.307644822292
29,SVC,I28_G29,t37,t139,WC,CLC,U2,51.07291666666667,58.462189377155546
29,SVC,I28_G29,t37,t139,CLC,CLC,U2,45.260416666666664,48.040649091887815
29,SVC,I28_G29,t37,t139,CLC,WC,U2,25.760416666666668,40.03338445376215
29,SVC,I28_G29,t37,t139,WC,WC,C2,75.95198675496688,68.79683489163726
29,SVC,I28_G29,t37,t139,C2_Consensus,C2_Consensus,C2,76.13824503311258,68.80831039823036
29,SVC,I28_G29,t88,t15,WC,WC,U2,69.51041666666666,58.86032581757057
29,SVC,I28_G29,t88,t15,WC,CLC,U2,51.39583333333333,56.61080331669073
29,SVC,I28_G29,t88,t15,CLC,CLC,U2,44.729166666666664,49.46399872363054
29,SVC,I28_G29,t88,t15,CLC,WC,U2,25.114583333333336,43.07468251810015
29,SVC,I28_G29,t88,t15,WC,WC,C2,77.98013245033113,73.15778144739424
29,SVC,I28_G29,t88,t15,C2_Consensus,C2_Consensus,C2,76.96605960264901,75.138077916479
29,SVC,I28_G29,t88,t37,WC,WC,U2,64.75,53.823023816111835
29,SVC,I28_G29,t88,t37,WC,CLC,U2,51.5625,56.94243089808505
29,SVC,I28_G29,t88,t37,CLC,CLC,U2,44.583333333333336,47.62182810987651
29,SVC,I28_G29,t88,t37,CLC,WC,U2,24.572916666666668,41.03733789233108
29,SVC,I28_G29,t88,t37,WC,WC,C2,75.24834437086093,68.57416436032555
29,SVC,I28_G29,t88,t37,C2_Consensus,C2_Consensus,C2,75.20695364238411,73.10620178014892
29,SVC,I28_G29,t88,t139,WC,WC,U2,65.45833333333333,55.10736161659726
29,SVC,I28_G29,t88,t139,WC,CLC,U2,52.083333333333336,58.816913801127434
29,SVC,I28_G29,t88,t139,CLC,CLC,U2,44.34375,48.49937268550178
29,SVC,I28_G29,t88,t139,CLC,WC,U2,24.510416666666668,42.962255416661115
29,SVC,I28_G29,t88,t139,WC,WC,C2,76.17963576158941,70.80098758874121
29,SVC,I28_G29,t88,t139,C2_Consensus,C2_Consensus,C2,75.72433774834437,72.00441637059534
29,SVC,I28_G29,t139,t15,WC,WC,U2,69.125,52.379482019506995
29,SVC,I28_G29,t139,t15,WC,CLC,U2,49.9375,50.22630426057431
29,SVC,I28_G29,t139,t15,CLC,CLC,U2,45.0625,48.03341933780468
29,SVC,I28_G29,t139,t15,CLC,WC,U2,27.333333333333332,41.24549105720473
29,SVC,I28_G29,t139,t15,WC,WC,C2,76.24172185430463,62.82153821084384
29,SVC,I28_G29,t139,t15,C2_Consensus,C2_Consensus,C2,74.95860927152319,72.9574402757088
29,SVC,I28_G29,t139,t37,WC,WC,U2,64.78125,44.63571377865397
29,SVC,I28_G29,t139,t37,WC,CLC,U2,51.81249999999999,50.38224672120607
29,SVC,I28_G29,t139,t37,CLC,CLC,U2,46.38541666666667,47.846313864464136
29,SVC,I28_G29,t139,t37,CLC,WC,U2,27.364583333333332,39.45158300720824
29,SVC,I28_G29,t139,t37,WC,WC,C2,75.95198675496688,57.721320215095986
29,SVC,I28_G29,t139,t37,C2_Consensus,C2_Consensus,C2,76.49006622516556,68.2191663041958
29,SVC,I28_G29,t139,t88,WC,WC,U2,67.08333333333333,50.97812129841432
29,SVC,I28_G29,t139,t88,WC,CLC,U2,47.17708333333333,49.4930102613242
29,SVC,I28_G29,t139,t88,CLC,CLC,U2,45.739583333333336,47.45046611530122
29,SVC,I28_G29,t139,t88,CLC,WC,U2,28.552083333333332,40.532411773559176
29,SVC,I28_G29,t139,t88,WC,WC,C2,72.43377483443709,60.667941794237166
29,SVC,I28_G29,t139,t88,C2_Consensus,C2_Consensus,C2,70.55049668874173,65.91628514203083
43,RF,I28,t15,t37,WC,WC,U2,65.41666666666667,48.674367485386796
43,RF,I28,t15,t37,WC,CLC,U2,50.0625,48.624754908130704
43,RF,I28,t15,t37,CLC,CLC,U2,48.875,43.10267662382935
43,RF,I28,t15,t37,CLC,WC,U2,31.96875,37.52415717280784
43,RF,I28,t15,t37,WC,WC,C2,74.56539735099338,59.13136008047495
43,RF,I28,t15,t37,C2_Consensus,C2_Consensus,C2,75.20695364238411,68.32622569681013
43,RF,I28,t15,t88,WC,WC,U2,67.16666666666666,53.36545019944723
43,RF,I28,t15,t88,WC,CLC,U2,46.58333333333333,48.042936869956186
43,RF,I28,t15,t88,CLC,CLC,U2,46.822916666666664,42.118476885608004
43,RF,I28,t15,t88,CLC,WC,U2,30.625000000000004,38.68793695644538
43,RF,I28,t15,t88,WC,WC,C2,72.16473509933775,61.958950848951666
43,RF,I28,t15,t88,C2_Consensus,C2_Consensus,C2,71.1092715231788,63.23077255691435
43,RF,I28,t15,t139,WC,WC,U2,65.19791666666667,51.92368581576376
43,RF,I28,t15,t139,WC,CLC,U2,50.354166666666664,53.18663595731279
43,RF,I28,t15,t139,CLC,CLC,U2,47.67708333333333,44.30956798224835
43,RF,I28,t15,t139,CLC,WC,U2,30.541666666666668,39.08362672541747
43,RF,I28,t15,t139,WC,WC,C2,74.35844370860927,63.589817584134934
43,RF,I28,t15,t139,C2_Consensus,C2_Consensus,C2,73.32367549668875,64.48154734639255
43,RF,I28,t37,t15,WC,WC,U2,69.29166666666666,59.13342772882382
43,RF,I28,t37,t15,WC,CLC,U2,47.16666666666667,50.44191920976534
43,RF,I28,t37,t15,CLC,CLC,U2,46.166666666666664,43.49679375948024
43,RF,I28,t37,t15,CLC,WC,U2,30.6875,40.26421194458408
43,RF,I28,t37,t15,WC,WC,C2,74.11009933774835,66.48117307117388
43,RF,I28,t37,t15,C2_Consensus,C2_Consensus,C2,71.8543046357616,70.13752785893276
43,RF,I28,t37,t88,WC,WC,U2,65.22916666666667,53.66953199613531
43,RF,I28,t37,t88,WC,CLC,U2,45.15625,49.876600845038084
43,RF,I28,t37,t88,CLC,CLC,U2,46.166666666666664,44.782601248157064
43,RF,I28,t37,t88,CLC,WC,U2,29.843750000000004,39.62785536553916
43,RF,I28,t37,t88,WC,WC,C2,69.95033112582782,62.60720091663428
43,RF,I28,t37,t88,C2_Consensus,C2_Consensus,C2,66.14238410596026,65.25161495201912
43,RF,I28,t37,t139,WC,WC,U2,65.17708333333333,51.53629029473032
43,RF,I28,t37,t139,WC,CLC,U2,50.01041666666667,51.38401069669568
43,RF,I28,t37,t139,CLC,CLC,U2,47.333333333333336,43.09214367865074
43,RF,I28,t37,t139,CLC,WC,U2,30.145833333333332,37.812450849461975
43,RF,I28,t37,t139,WC,WC,C2,74.37913907284768,61.92072897059558
43,RF,I28,t37,t139,C2_Consensus,C2_Consensus,C2,73.38576158940397,65.78674665404114
43,RF,I28,t88,t15,WC,WC,U2,70.0,54.559332987578536
43,RF,I28,t88,t15,WC,CLC,U2,49.572916666666664,48.33898773045503
43,RF,I28,t88,t15,CLC,CLC,U2,46.927083333333336,42.69780766500867
43,RF,I28,t88,t15,CLC,WC,U2,31.364583333333336,40.16075292854603
43,RF,I28,t88,t15,WC,WC,C2,76.51076158940397,62.7836685386843
43,RF,I28,t88,t15,C2_Consensus,C2_Consensus,C2,73.17880794701986,67.3728914139956
43,RF,I28,t88,t37,WC,WC,U2,64.875,47.5452755243314
43,RF,I28,t88,t37,WC,CLC,U2,50.479166666666664,47.182228596171925
43,RF,I28,t88,t37,CLC,CLC,U2,47.510416666666664,40.25862477336778
43,RF,I28,t88,t37,CLC,WC,U2,29.614583333333332,35.12305855613424
43,RF,I28,t88,t37,WC,WC,C2,74.48261589403974,57.79209659559672
43,RF,I28,t88,t37,C2_Consensus,C2_Consensus,C2,72.12334437086093,63.993193246365976
43,RF,I28,t88,t139,WC,WC,U2,65.84375,50.786080902048525
43,RF,I28,t88,t139,WC,CLC,U2,51.16666666666667,51.71509100295852
43,RF,I28,t88,t139,CLC,CLC,U2,47.010416666666664,43.20888245827952
43,RF,I28,t88,t139,CLC,WC,U2,28.802083333333332,38.586260514581596
43,RF,I28,t88,t139,WC,WC,C2,75.45529801324503,62.97966775857004
43,RF,I28,t88,t139,C2_Consensus,C2_Consensus,C2,72.68211920529801,65.74852285106105
43,RF,I28,t139,t15,WC,WC,U2,68.11458333333333,52.61543115035854
43,RF,I28,t139,t15,WC,CLC,U2,47.16666666666667,46.728164086836195
43,RF,I28,t139,t15,CLC,CLC,U2,45.875,42.36962094960266
43,RF,I28,t139,t15,CLC,WC,U2,29.385416666666668,37.130466437535944
43,RF,I28,t139,t15,WC,WC,C2,73.22019867549669,61.24571174521057
43,RF,I28,t139,t15,C2_Consensus,C2_Consensus,C2,68.70860927152319,64.35109171090095
43,RF,I28,t139,t37,WC,WC,U2,65.48958333333333,46.01073720767715
43,RF,I28,t139,t37,WC,CLC,U2,50.29166666666667,46.11615539811612
43,RF,I28,t139,t37,CLC,CLC,U2,48.91666666666667,41.36304268983243
43,RF,I28,t139,t37,CLC,WC,U2,32.385416666666664,35.150744498232264
43,RF,I28,t139,t37,WC,WC,C2,75.22764900662253,56.311070694006595
43,RF,I28,t139,t37,C2_Consensus,C2_Consensus,C2,73.55132450331125,58.455961394608224
43,RF,I28,t139,t88,WC,WC,U2,65.07291666666667,48.9226081866254
43,RF,I28,t139,t88,WC,CLC,U2,44.697916666666664,43.59879922037654
43,RF,I28,t139,t88,CLC,CLC,U2,45.02083333333333,40.86470814681794
43,RF,I28,t139,t88,CLC,WC,U2,30.40625,35.81866389547125
43,RF,I28,t139,t88,WC,WC,C2,69.16390728476821,55.560549056741756
43,RF,I28,t139,t88,C2_Consensus,C2_Consensus,C2,64.87996688741721,58.61297363393394
43,RF,I28_G29,t15,t37,WC,WC,U2,65.54166666666667,52.77738285706419
43,RF,I28_G29,t15,t37,WC,CLC,U2,50.697916666666664,55.067389199431375
43,RF,I28_G29,t15,t37,CLC,CLC,U2,49.90625,49.552660697585274
43,RF,I28_G29,t15,t37,CLC,WC,U2,32.958333333333336,42.288210824287034
43,RF,I28_G29,t15,t37,WC,WC,C2,75.20695364238411,66.79624262067072
