learner,params,fold,fold_ba,fold_oa,representation,source_track
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",2,0.4544314070001083,0.6332683365831708,I28,t15
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",3,0.431970363165985,0.5002249887505624,I28,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",1,0.750538700856404,0.7333133343332834,I28,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",2,0.6921911299114303,0.7408129593520324,I28,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",3,0.738846814285831,0.6169191540422979,I28,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",1,0.7525688461421847,0.7387130643467826,I28,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",2,0.6818630535674155,0.7429128543572822,I28,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",3,0.7397246889022154,0.6187190640467977,I28,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",1,0.7506905076394984,0.728363581820909,I28,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",2,0.6943760440587077,0.7405129743512824,I28,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",3,0.7349548546271892,0.6161691915404229,I28,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",1,0.7559459503591583,0.7351132443377831,I28,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",2,0.6768913972203552,0.7382630868456577,I28,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",3,0.7373177332591994,0.6161691915404229,I28,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",1,0.7532896406419871,0.7277636118194091,I28,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",2,0.6834696499486249,0.7375131243437828,I28,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",3,0.7341671643821546,0.6149692515374231,I28,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",1,0.714537093002742,0.7301634918254087,I28,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",2,0.6518184654117114,0.735863206839658,I28,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",3,0.7376032475990865,0.6178191090445477,I28,t15
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",1,0.673508187478873,0.7171141442927854,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",2,0.521331096641115,0.7085645717714114,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",3,0.6204719594727713,0.49662516874156293,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",1,0.611268045018705,0.7156142192890356,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",2,0.5331883220736172,0.7162141892905355,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",3,0.5844191074534643,0.5489725513724314,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",1,0.38657786606861916,0.5342732863356832,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",2,0.3291114559585778,0.5660716964151793,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",3,0.3393940254720186,0.40377981100944954,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",1,0.7345383846919417,0.72056397180141,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",2,0.6945850782983838,0.7352632368381581,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",3,0.6920662482975907,0.5405729713514325,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",1,0.7438084001249654,0.7232638368081596,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",2,0.6766992697215111,0.7382630868456577,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",3,0.7130956970309127,0.5921703914804259,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",1,0.48073033426672973,0.6599670016499175,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",2,0.46695880354223257,0.6619169041547922,I28,t37
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",3,0.44578263307824734,0.48207589620518976,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",1,0.7446113906773266,0.7253637318134093,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",2,0.704613124476188,0.7379631018449078,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",3,0.7012391239024568,0.5780710964451777,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",1,0.7372519656725094,0.7228138593070347,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",2,0.6699243950513998,0.7244637768111595,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",3,0.7010198952876021,0.5870706464676766,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",1,0.467095423241574,0.6107694615269237,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",2,0.45095012188549227,0.6194690265486725,I28,t37
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",3,0.4494822295043576,0.4942252887355632,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",1,0.702423739686376,0.7289635518224089,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",2,0.6954686794561133,0.7426128693565321,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",3,0.6879846322008145,0.5858707064646768,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",1,0.7238736646349586,0.7012149392530374,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",2,0.6551411101920002,0.6997150142492875,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",3,0.6787772945423707,0.5641217939103045,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",1,0.4661056487808609,0.6062696865156743,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",2,0.45086709781869033,0.6187190640467977,I28,t37
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",3,0.4499787649085151,0.49452527373631316,I28,t37
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",1,0.7378374914788909,0.7018149092545373,I28,t37
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",2,0.6863435348296762,0.7319634018299085,I28,t37
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",3,0.7187656226380765,0.6007199640017999,I28,t37
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",1,0.7403430187946171,0.7061646917654117,I28,t37
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",2,0.6843292696537844,0.7298635068246587,I28,t37
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",3,0.718554363879785,0.6035698215089246,I28,t37
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",1,0.7395020243245669,0.7009149542522873,I28,t37
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",2,0.6830811494717399,0.7322633868306585,I28,t37
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",3,0.7159266683522516,0.5975701214939253,I28,t37
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",1,0.7421397127867515,0.703164841757912,I28,t37
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",2,0.6823927458061599,0.7303134843257837,I28,t37
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",3,0.7187681939150707,0.6029698515074247,I28,t37
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",1,0.7360984893373006,0.696265186740663,I28,t37
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",2,0.6853219274843354,0.7297135143242838,I28,t37
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",3,0.7168743020924725,0.6004199790010499,I28,t37
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",1,0.7382597536978597,0.7016649167541623,I28,t37
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",2,0.6794032284682794,0.7295635218239088,I28,t37
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",3,0.7194224122022673,0.6020698965051747,I28,t37
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",1,0.6417623767894176,0.7340632968351583,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",2,0.5048895958224004,0.6929653517324134,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",3,0.5902595553771608,0.5057747112644367,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",1,0.584995542886456,0.7151642417879106,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",2,0.5293983960388366,0.7087145642717864,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",3,0.5168501268582602,0.5387730613469327,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",1,0.38955046039503344,0.47592620368981553,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",2,0.32857247391658995,0.5645717714114294,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",3,0.33654145805055063,0.400029998500075,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",1,0.742697889837898,0.7285135743212839,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",2,0.6515229702119266,0.7190640467976601,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",3,0.6981702867450508,0.543572821358932,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",1,0.7241380810180216,0.7216139193040348,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",2,0.6421346133905967,0.7289635518224089,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",3,0.7132314803924373,0.5806209689515525,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",1,0.505466316274089,0.63956802159892,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",2,0.47997114855885015,0.6689665516724164,I28,t88
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",3,0.42543218587733056,0.4696265186740663,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",1,0.7549771337152416,0.7274636268186591,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",2,0.6681740401031987,0.728063596820159,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",3,0.7056473531905436,0.5587220638968051,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",1,0.6854113684671614,0.7151642417879106,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",2,0.6423812567863404,0.7217639118044098,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",3,0.7084232898689684,0.5899205039748012,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",1,0.495482122440587,0.607769611519424,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",2,0.4646282932831133,0.6344682765861707,I28,t88
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",3,0.4252290886498831,0.47652617369131545,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",1,0.6857318459148404,0.7288135593220338,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",2,0.6630395656731292,0.7328633568321584,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",3,0.6988664201175732,0.5729713514324284,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",1,0.6599329762787718,0.6818659067046647,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",2,0.6177393132265363,0.6913154342282886,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",3,0.6958679024570508,0.5699715014249288,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",1,0.49337354837366504,0.6047697615119244,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",2,0.4649748248034502,0.6343182840857957,I28,t88
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",3,0.42568219342452124,0.4768261586920654,I28,t88
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",1,0.7543191117422251,0.6917654117294135,I28,t88
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",2,0.6583379994541703,0.7226638668066596,I28,t88
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",3,0.717923431173171,0.5893205339733013,I28,t88
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",1,0.7159886076964008,0.6950652467376631,I28,t88
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",2,0.6461421641360149,0.7232638368081596,I28,t88
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",3,0.7120193029026496,0.5933703314834259,I28,t88
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",1,0.7557269172410391,0.6884655767211639,I28,t88
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",2,0.6536773970939714,0.7213139343032848,I28,t88
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",3,0.7191661758548868,0.5947202639868007,I28,t88
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",1,0.7180296464544405,0.6944652767361632,I28,t88
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",2,0.6454768495004981,0.7214639268036598,I28,t88
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",3,0.7128429427248868,0.5972701364931754,I28,t88
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",1,0.756254030251603,0.6884655767211639,I28,t88
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",2,0.6592388247738494,0.7213139343032848,I28,t88
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",3,0.7076852372299237,0.59982000899955,I28,t88
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",1,0.7555017975246223,0.6866656667166642,I28,t88
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",2,0.6483156114778394,0.7217639118044098,I28,t88
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",3,0.707476557750353,0.6010199490025498,I28,t88
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",1,0.6861641302618565,0.7255137243137844,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",2,0.5572622426291074,0.720113994300285,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",3,0.6322332212063342,0.4847757612119394,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",1,0.5809243134300353,0.7174141292935353,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",2,0.5536564660642226,0.7292635368231588,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",3,0.5208882921649736,0.5306734663266837,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",1,0.38638189171871185,0.5263236838158092,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",2,0.32824267178041505,0.5656217189140543,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",3,0.341929751404097,0.4033298335083246,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",1,0.7413072233633987,0.7220638968051597,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",2,0.674455282248297,0.743962801859907,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",3,0.6989270181607579,0.5321733913304335,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",1,0.7481380383448455,0.7229638518074096,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",2,0.6722134307196187,0.7469626518674066,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",3,0.7216303199703542,0.5746212689365532,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",1,0.47828505783671726,0.6442177891105445,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",2,0.47799837004427126,0.6776661166941653,I28,t139
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",3,0.43556222851918375,0.47652617369131545,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",1,0.7441175598739109,0.7226638668066596,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",2,0.6897227872263654,0.7496625168741563,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",3,0.7156893629624778,0.5620218989050547,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",1,0.7430075469945429,0.7172641367931604,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",2,0.6646867607380905,0.7375131243437828,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",3,0.7233680319870082,0.575971201439928,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",1,0.46735518143716437,0.5981700914954252,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",2,0.46835711373090694,0.6467676616169191,I28,t139
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",3,0.4422645700014637,0.4927253637318134,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",1,0.7506232098426315,0.7285135743212839,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",2,0.6692190199379099,0.7502624868756562,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",3,0.7146451091312478,0.5686215689215539,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",1,0.7280444292480398,0.6853157342132893,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",2,0.6476927831876347,0.7112644367781611,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",3,0.7112776233282921,0.5662216889155542,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",1,0.4678400552928744,0.5981700914954252,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",2,0.46729778783465425,0.6452677366131694,I28,t139
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",3,0.4419830120474515,0.49227538623068845,I28,t139
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",1,0.74953914920242,0.7063146842657867,I28,t139
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",2,0.688730869058656,0.7408129593520324,I28,t139
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",3,0.7261645063249818,0.5903704814759262,I28,t139
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",1,0.7572309587829869,0.7109644517774111,I28,t139
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",2,0.6804602783365333,0.7391630418479076,I28,t139
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",3,0.7242192499914653,0.5893205339733013,I28,t139
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",1,0.751613749805489,0.7034648267586621,I28,t139
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",2,0.6880623376112477,0.7390130493475326,I28,t139
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",3,0.7271411550266386,0.5896205189740513,I28,t139
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",1,0.7505622963626984,0.7058647067646617,I28,t139
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",2,0.6855953510485728,0.7388630568471577,I28,t139
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",3,0.7262519159428885,0.5882705864706764,I28,t139
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",1,0.7498185489783492,0.7016649167541623,I28,t139
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",2,0.6954354377643497,0.7390130493475326,I28,t139
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",3,0.726704459535993,0.5902204889755512,I28,t139
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",1,0.7524513225282318,0.7061646917654117,I28,t139
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",2,0.6823832996287404,0.7366131693415329,I28,t139
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",3,0.7246457874137121,0.5899205039748012,I28,t139
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",1,0.6860882927543096,0.7688615569221539,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",2,0.6481389225733734,0.7720113994300285,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",3,0.6651387923750471,0.5555722213889306,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",1,0.691053517288819,0.7699115044247787,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",2,0.6446443475762841,0.7747112644367782,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",3,0.5927291946099641,0.5987700614969251,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",1,0.4878090014180427,0.6409179541022949,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",2,0.4151480460167485,0.6355182240887955,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",3,0.4110823845256932,0.42837858107094645,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",1,0.7692518068714753,0.7802609869506525,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",2,0.7541390594732065,0.7831108444577771,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",3,0.7929975011930015,0.591870406479676,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",1,0.8109695166926496,0.7736613169341533,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",2,0.7448104509819189,0.7864106794660267,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 1.0}",3,0.8054518127086988,0.6314684265786711,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",1,0.5843596525907158,0.7298635068246587,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",2,0.5561374661830241,0.7342132893355332,I8_G9,t15
SVC,"{'C': 1.0, 'gamma_mult': 10.0}",3,0.5327072765240175,0.551822408879556,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",1,0.7720335546398651,0.7804109794510274,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",2,0.765200086599551,0.7877606119694015,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 0.1}",3,0.800350549239233,0.6053697315134243,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",1,0.7700344477524913,0.7700614969251537,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",2,0.7412802952921285,0.7789110544472776,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 1.0}",3,0.7919479284962859,0.6229188540572972,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",1,0.5520294736177569,0.6547172641367932,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",2,0.5211122635572536,0.6677666116694165,I8_G9,t15
SVC,"{'C': 10.0, 'gamma_mult': 10.0}",3,0.5246157035854377,0.5449227538623069,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",1,0.8119946052513765,0.775461226938653,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",2,0.7545499008550632,0.7855107244637768,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 0.1}",3,0.8049778926158986,0.6157192140392981,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",1,0.8045706184515303,0.7648117594120294,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",2,0.7217024559046006,0.7646617669116544,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 1.0}",3,0.7823943219712739,0.6095695215239239,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",1,0.5434467492385959,0.6256187190640468,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",2,0.503548116400354,0.6347682615869207,I8_G9,t15
SVC,"{'C': 100.0, 'gamma_mult': 10.0}",3,0.517043579703677,0.536223188840558,I8_G9,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",1,0.8041161517237725,0.7483125843707814,I8_G9,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",2,0.7450501271446436,0.7747112644367782,I8_G9,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 1}",3,0.8033539079789375,0.6385180740962952,I8_G9,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",1,0.8081919964658002,0.7574621268936553,I8_G9,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",2,0.7319376963411972,0.7775611219439028,I8_G9,t15
RF,"{'max_features': 'sqrt', 'min_samples_leaf': 5}",3,0.8016511178274083,0.6392680365981701,I8_G9,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",1,0.8051331755270155,0.7490625468726564,I8_G9,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",2,0.7419515567349759,0.7748612569371531,I8_G9,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 1}",3,0.8028480735300964,0.6367181640917954,I8_G9,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",1,0.8062030649271407,0.7555122243887805,I8_G9,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",2,0.7337288273919287,0.7775611219439028,I8_G9,t15
RF,"{'max_features': 0.5, 'min_samples_leaf': 5}",3,0.7966280052040402,0.6409179541022949,I8_G9,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",1,0.7585084345720394,0.7417129143542823,I8_G9,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",2,0.7217856815025183,0.768561571921404,I8_G9,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 1}",3,0.785190765748561,0.6340182990850457,I8_G9,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",1,0.7606604434224122,0.7508624568771561,I8_G9,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",2,0.7137246391476252,0.7738113094345282,I8_G9,t15
RF,"{'max_features': 1.0, 'min_samples_leaf': 5}",3,0.7875534442757509,0.6401679916004199,I8_G9,t15
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",1,0.6765975829655451,0.7396130193490326,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",2,0.6063333035932758,0.76001199940003,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 0.1}",3,0.60409830213648,0.5342732863356832,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",1,0.6776190754998026,0.7400629968501575,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",2,0.6315581040795559,0.7583620818959053,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 1.0}",3,0.6641072674120301,0.5890205489725514,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",1,0.4755893799776868,0.6209689515524224,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",2,0.4018475236244684,0.6190190490475477,I8_G9,t37
SVC,"{'C': 0.1, 'gamma_mult': 10.0}",3,0.420395801484318,0.43107844607769613,I8_G9,t37
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",1,0.762090520248823,0.7472626368681566,I8_G9,t37
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",2,0.7495313465243458,0.7723113844307785,I8_G9,t37
SVC,"{'C': 1.0, 'gamma_mult': 0.1}",3,0.7593032615645507,0.5615719214039298,I8_G9,t37
